Zaman(s);Hata_e(t);Kontrol_u(t);Araba_X;Araba_Z;Referans_X;Referans_Z
2,079998;-0,1334588;0,3163421;35,34114;-0,1460709;35,47378;-0,1312828
2,099998;-0,1320004;0,1384333;35,33204;-0,05126096;35,46322;-0,03663254
2,119998;-0,1305302;0,164817;35,32296;0,04341036;35,45268;0,05787659
2,139998;-0,1290521;0,1876001;35,31389;0,1380585;35,44215;0,152359
2,159998;-0,1271524;0,628211;35,30482;0,2326944;35,43112;0,2474518
2,179998;-0,1254977;0,3997533;35,29544;0,327269;35,42009;0,3418388
2,199998;-0,1235581;0,7039923;35,28633;0,421916;35,40905;0,4362602
2,219998;-0,1218758;0,463509;35,27701;0,5161745;35,39806;0,530323
2,239998;-0,1201474;0,5269423;35,26768;0,6108429;35,38702;0,6247902
2,259998;-0,1184726;0,4900757;35,2583;0,7055863;35,37597;0,7193375
2,279998;-0,1167941;0,5105261;35,24891;0,8003513;35,36492;0,8139076
2,299998;-0,1151044;0,5386586;35,23954;0,8951072;35,35387;0,9084702
2,319998;-0,1132886;0,6829178;35,22998;0,989808;35,34243;1,003571
2,339998;-0,1114476;0,7265483;35,22025;1,084531;35,33087;1,098068
2,359998;-0,1098337;0,5155787;35,21029;1,179189;35,31931;1,192532
2,379998;-0,1085427;0,2055579;35,2;1,273829;35,30774;1,287018
2,399998;-0,1073776;0,09131633;35,1896;1,368431;35,29618;1,381474
2,419998;-0,1063439;-0,02976783;35,17906;1,463091;35,28461;1,476009
2,439998;-0,1053214;-0,03065854;35,16851;1,55768;35,27305;1,570473
2,459998;-0,104303;-0,02460189;35,15796;1,652258;35,26149;1,664928
2,479998;-0,1030455;0,2270399;35,14741;1,746811;35,24962;1,759899
2,499998;-0,1014955;0,5349897;35,13687;1,84135;35,23755;1,85424
2,519998;-0,09993051;0,5657048;35,12635;1,935877;35,22547;1,94857
2,539998;-0,09833074;0,616467;35,11585;2,030406;35,21339;2,042896
2,559998;-0,09710729;0,2523725;35,10499;2,124883;35,20131;2,137215
2,579998;-0,09563085;0,5201364;35,09436;2,219511;35,18922;2,231659
2,599998;-0,0941578;0,5314695;35,08376;2,313895;35,17716;2,325855
2,619998;-0,09269219;0,5386899;35,07314;2,408432;35,16508;2,420204
2,639998;-0,09102264;0,7593226;35,06252;2,502935;35,15273;2,515015
2,659998;-0,08946401;0,6639922;35,05145;2,597353;35,14012;2,609226
2,679998;-0,08794024;0,6443686;35,04036;2,691604;35,12752;2,703278
2,699998;-0,08675877;0,3138811;35,02888;2,786174;35,11488;2,797691
2,719998;-0,08590765;-0,007951558;35,01707;2,880754;35,10222;2,892155
2,739998;-0,08521491;-0,1594087;35,00511;2,975336;35,08957;2,986645
2,759998;-0,08452985;-0,1602472;34,99315;3,069763;35,07693;3,080982
2,779998;-0,08385272;-0,1613958;34,98118;3,164268;35,06429;3,1754
2,799998;-0,08309001;-0,06819136;34,96922;3,258673;35,0515;3,270199
2,819998;-0,08184225;0,4293416;34,95726;3,353056;35,03831;3,36441
2,839998;-0,08057866;0,4578025;34,94531;3,447437;35,02511;3,458614
2,859998;-0,07931501;0,4705061;34,93336;3,541825;35,01191;3,552826
2,879997;-0,07805917;0,4752413;34,92141;3,636208;34,99872;3,647034
2,899997;-0,07680374;0,4873933;34,90946;3,730595;34,98552;3,741249
2,919997;-0,07555519;0,493002;34,8975;3,824983;34,97233;3,835461
2,939997;-0,07430771;0,5044039;34,88554;3,919371;34,95913;3,92968
2,959997;-0,07306693;0,5101137;34,87357;4,013757;34,94593;4,023891
2,979997;-0,07127435;1;34,8616;4,108142;34,93213;4,118469
2,999997;-0,06979412;0,7822886;34,84928;4,202521;34,91834;4,212635
3,019997;-0,0687917;0,3144994;34,83647;4,29689;34,90454;4,306858
3,039997;-0,0682831;-0,1742319;34,82318;4,391135;34,89075;4,401031
3,059997;-0,06802458;-0,421718;34,80965;4,485373;34,87695;4,495232
3,079997;-0,06779273;-0,44608;34,79609;4,579568;34,86316;4,58939
3,099997;-0,06757727;-0,4603167;34,78251;4,673792;34,84937;4,683586
3,119997;-0,0673613;-0,4576354;34,76893;4,767966;34,83558;4,777729
3,139997;-0,06666949;0,02510667;34,75536;4,862121;34,82126;4,872204
3,159997;-0,0658323;0,1788692;34,7418;4,956271;34,80687;4,966228
3,179997;-0,06501423;0,1679318;34,72819;5,050648;34,79245;5,060482
3,199997;-0,06419598;0,1762931;34,71463;5,144668;34,77808;5,154377
3,219997;-0,06338561;0,1765141;34,70105;5,238742;34,76371;5,248329
3,239997;-0,06257506;0,1847909;34,68748;5,332829;34,74933;5,342293
3,259997;-0,06176828;0,1891036;34,6739;5,426927;34,73495;5,436268
3,279997;-0,06095429;0,2044445;34,66032;5,521034;34,72057;5,530254
3,299997;-0,05968181;0,675667;34,64674;5,615149;34,70568;5,624573
3,319997;-0,0584303;0,6672012;34,63297;5,709222;34,69067;5,718449
3,339997;-0,05718277;0,6757092;34,61918;5,803339;34,67565;5,81237
3,359997;-0,05622434;0,396181;34,60508;5,897586;34,6606;5,906464
3,379997;-0,05558328;0,08523028;34,59067;5,99181;34,64555;6,000587
3,399997;-0,05510048;-0,06820325;34,57609;6,086032;34,6305;6,094734
3,419997;-0,05461727;-0,06296512;34,56152;6,180203;34,61545;6,188828
3,439997;-0,05412636;-0,05034834;34,54698;6,274257;34,60043;6,282803
3,459997;-0,05331919;0,2739745;34,53245;6,368276;34,58504;6,377068
3,479997;-0,05214729;0,6504256;34,51792;6,462276;34,56935;6,470875
3,499997;-0,05125828;0,3764321;34,50312;6,556185;34,55368;6,56464
3,519997;-0,05015546;0,6012622;34,48852;6,650197;34,53799;6,658466
3,539997;-0,04921521;0,4481004;34,47376;6,744176;34,5223;6,752289
3,559997;-0,04815546;0,5781903;34,45913;6,838147;34,50663;6,846085
3,579997;-0,04706137;0,6234784;34,44459;6,931769;34,491;6,939529
3,599997;-0,0462758;0,3228166;34,42968;7,025731;34,47532;7,03336
3,619997;-0,0452344;0,5890501;34,41484;7,119782;34,4594;7,127567
3,639997;-0,0436161;1;34,40007;7,213721;34,44303;7,22123
3,659997;-0,04242671;0,7651216;34,38483;7,307782;34,42663;7,315083
3,679997;-0,04179581;0,2129424;34,36907;7,401692;34,41024;7,408886
3,699997;-0,04165699;-0,2777469;34,35282;7,495481;34,39385;7,502655
3,719997;-0,04176045;-0,521067;34,33633;7,58925;34,37747;7,596436
3,739997;-0,04186539;-0,5235879;34,31984;7,682999;34,36108;7,690205
3,759997;-0,04199333;-0,5478784;34,30333;7,776741;34,3447;7,78397
3,779997;-0,04194156;-0,3676415;34,28691;7,87047;34,32817;7,878002
3,799997;-0,04133734;0,1908391;34,27042;7,96418;34,31108;7,971607
3,819997;-0,04070479;0,2255028;34,25395;8,057856;34,29399;8,065166
3,839997;-0,04007291;0,2311586;34,23748;8,151558;34,27691;8,158756
3,859997;-0,03944065;0,23785;34,22102;8,245251;34,25982;8,252335
3,879997;-0,03880803;0,244545;34,20455;8,338938;34,24273;8,345905
3,899997;-0,03817284;0,2534562;34,18809;8,432614;34,22564;8,439472
3,919997;-0,03753232;0,265196;34,17163;8,526288;34,20856;8,533028
3,939996;-0,03686697;0,2966824;34,15518;8,619959;34,19139;8,626873
3,959996;-0,03544572;1;34,13874;8,713628;34,17355;8,720276
3,979996;-0,034553;0,5471952;34,12177;8,807249;34,1557;8,813732
3,999996;-0,03388456;0,3295947;34,10456;8,900879;34,13785;8,907234
4,019997;-0,03347288;0,07695321;34,08715;8,994275;34,12003;9,000553
4,039997;-0,03310811;0,03368832;34,06973;9,087432;34,10225;9,093643
4,059997;-0,03273867;0,04205048;34,05226;9,180857;34,08442;9,186996
4,079997;-0,03235423;0,06089661;34,03477;9,274461;34,06656;9,280529
4,099997;-0,03196585;0,06872553;34,01732;9,367909;34,04872;9,373905
4,119997;-0,0310555;0,5997983;33,99979;9,461368;34,03024;9,467457
4,139997;-0,02975567;1;33,98244;9,554826;34,01162;9,560658
4,159997;-0,02908649;0,3783186;33,96443;9,648341;33,99295;9,654041
4,179996;-0,02877171;0,02706261;33,94606;9,741812;33,97428;9,747452
4,199996;-0,02849861;-0,01189245;33,92767;9,83526;33,95561;9,840843
4,219996;-0,02827357;-0,05769458;33,90927;9,928437;33,937;9,933979
4,239996;-0,02806329;-0,07034574;33,89082;10,02184;33,91833;10,02734
4,259996;-0,02785336;-0,06860407;33,87237;10,1152;33,89968;10,12066
4,279996;-0,02718313;0,3983915;33,85392;10,20853;33,88053;10,21409
4,299996;-0,02611949;0,8024448;33,83549;10,30185;33,86105;10,3072
4,319996;-0,02530811;0,5583079;33,8168;10,39516;33,84157;10,40034
4,339996;-0,02466133;0,4001625;33,79795;10,48846;33,82209;10,49351
4,359996;-0,02414342;0,2764782;33,77898;10,58168;33,80261;10,58662
4,379996;-0,02373473;0,1713414;33,75989;10,67497;33,78312;10,67983
4,399996;-0,02334489;0,1563955;33,74078;10,76821;33,76363;10,77299
4,419996;-0,02296229;0,1529776;33,72167;10,86147;33,74414;10,86617
4,439996;-0,02214955;0,5912365;33,70255;10,95468;33,72419;10,95942
4,459996;-0,02093519;1;33,68339;11,04784;33,70384;11,05232
4,479996;-0,02002162;0,7133595;33,66391;11,14106;33,68346;11,14535
4,499996;-0,0196273;0,1980435;33,64392;11,23415;33,6631;11,23835
4,519996;-0,01968542;-0,2549762;33,6235;11,32713;33,64273;11,33134
4,539996;-0,01995475;-0,4688712;33,60282;11,42027;33,62231;11,42454
4,559996;-0,0202286;-0,4761415;33,5822;11,51315;33,60196;11,51748
4,579996;-0,02050927;-0,4857543;33,56158;11,60598;33,58162;11,61036
4,599996;-0,02052447;-0,2204532;33,54097;11,69881;33,56097;11,7034
4,619996;-0,0198478;0,4781933;33,52034;11,79165;33,53968;11,7961
4,639996;-0,01919428;0,4615852;33,49969;11,8845;33,51839;11,8888
4,659996;-0,01854073;0,4681392;33,47903;11,97734;33,4971;11,98149
4,679996;-0,0178946;0,4671835;33,45838;12,07017;33,47582;12,07417
4,699996;-0,01723644;0,4857959;33,43774;12,16299;33,45454;12,16684
4,719996;-0,01658328;0,4873319;33,41709;12,25581;33,43325;12,25952
4,739996;-0,01592181;0,5022522;33,39645;12,34863;33,41197;12,3522
4,759996;-0,01523185;0,5376344;33,37582;12,44146;33,39063;12,44502
4,779996;-0,01354561;1;33,35519;12,53428;33,36835;12,53746
4,799996;-0,01228548;1;33,33414;12,62699;33,34609;12,62987
4,819996;-0,01150044;0,6700431;33,31262;12,71969;33,3238;12,72238
4,839996;-0,01163412;-0,2500195;33,29016;12,81233;33,30147;12,81506
4,859996;-0,01235208;-0,8414804;33,26715;12,90478;33,27916;12,90767
4,879996;-0,01295206;-0,7295021;33,24425;12,99726;33,25684;13,00029
4,899996;-0,01389433;-1;33,22105;13,08953;33,23456;13,09279
4,919996;-0,01420769;-0,4554298;33,19848;13,18185;33,2123;13,18518
4,939996;-0,01299977;1;33,17648;13,27424;33,18908;13,27742
4,959996;-0,01138623;1;33,15473;13,3669;33,16577;13,36969
4,979996;-0,01017029;1;33,13259;13,45952;33,14245;13,46201
4,999996;-0,009520778;0,5542997;33,10989;13,55201;33,11913;13,55434
5,019996;-0,009753455;-0,3302116;33,08635;13,64428;33,0958;13,64667
5,039996;-0,01037863;-0,728961;33,06244;13,73634;33,07251;13,73888
5,059996;-0,01105657;-0,7885074;33,03849;13,8284;33,04921;13,83111
5,079996;-0,01152374;-0,582402;33,01474;13,92048;33,02592;13,9233
5,099996;-0,01095337;0,4608346;32,99134;14,01262;33,00194;14,01539
5,119996;-0,01014124;0,7107161;32,96809;14,1048;32,9779;14,10736
5,139996;-0,009596473;0,4488024;32,94458;14,19689;32,95386;14,19932
5,159996;-0,008823893;0,684341;32,92126;14,28914;32,9298;14,29137
5,179996;-0,008505167;0,233675;32,89752;14,38122;32,90575;14,38337
5,199996;-0,008114453;0,3095687;32,87383;14,4734;32,88168;14,47546
5,219995;-0,007786643;0,2499443;32,85016;14,56524;32,8577;14,56721
5,239995;-0,007459559;0,2524878;32,8264;14,65744;32,83362;14,65932
5,259995;-0,006636831;0,7563605;32,80265;14,74957;32,80906;14,75129
5,279995;-0,005941429;0,6359882;32,77859;14,84162;32,78433;14,84317
5,299995;-0,005391735;0,4957769;32,75436;14,93377;32,75956;14,93517
5,319995;-0,005004962;0,3367232;32,73;15,02571;32,73484;15,02701
5,339995;-0,004593854;0,3651697;32,70571;15,11754;32,71014;15,11873
5,359995;-0,004382056;0,1679776;32,68121;15,20934;32,68544;15,21048
5,379995;-0,004183235;0,1569883;32,65671;15,30114;32,66075;15,30223
5,399995;-0,004040698;0,1021301;32,63211;15,39306;32,63601;15,39411
5,419995;-0,003527579;0,4778431;32,60757;15,48477;32,61097;15,48571
5,439995;-0,002679513;0,8212715;32,58299;15,57669;32,58557;15,57741
5,459995;-0,002121191;0,5371106;32,55812;15,66855;32,56017;15,66911
5,479995;-0,001690182;0,414107;32,53312;15,76043;32,53475;15,76088
5,499995;-0,001508345;0,1667537;32,50786;15,85231;32,50931;15,85271
5,519995;-0,001313948;0,1812575;32,48261;15,94417;32,48388;15,94452
5,539995;-0,001155951;0,1464372;32,45741;16,03578;32,45852;16,03609
5,559995;-0,001000857;0,1450859;32,43213;16,12762;32,43309;16,12788
5,579995;-0,0006057409;0,3890588;32,40686;16,21936;32,40745;16,21952
5,599995;0,0002263613;0,8343661;32,38161;16,31108;32,38139;16,31102
5,619995;0,0007854592;0,5669527;32,35609;16,40276;32,35533;16,40254
5,639995;0,001151202;0,3772553;32,33036;16,49442;32,32926;16,49411
5,659995;0,001360799;0,2232053;32,30451;16,58599;32,3032;16,58561
5,679995;0,00145564;0,1093969;32,27852;16,6776;32,27712;16,6772
5,699995;0,001527426;0,08706063;32,25253;16,76915;32,25106;16,76873
5,719995;0,001590298;0,0787752;32,22651;16,86073;32,22498;16,86029
5,739995;0,001780546;0,2080531;32,2005;16,95226;32,1988;16,95176
5,759995;0,002519378;0,7640266;32,1745;17,04377;32,17208;17,04306
5,779995;0,003040238;0,551262;32,14829;17,13524;32,14537;17,13438
5,799995;0,003429565;0,4236229;32,12194;17,22671;32,11865;17,22575
5,819995;0,003720399;0,3280382;32,09552;17,31808;32,09195;17,31703
5,839995;0,003911131;0,229843;32,06896;17,40954;32,06521;17,40844
5,859995;0,004081947;0,2116357;32,0424;17,50094;32,03849;17,49979
5,879995;0,004206159;0,1662735;32,01574;17,59252;32,01171;17,59134
5,899995;0,004343467;0,1807429;31,98918;17,68376;31,98502;17,68251
5,919995;0,00514786;0,855872;31,9626;17,77506;31,95767;17,77358
5,939995;0,005661955;0,5707145;31,93575;17,86629;31,93033;17,86466
5,959995;0,006046337;0,444846;31,90876;17,95752;31,90297;17,95578
5,979995;0,0061797;0,1951601;31,88148;18,04882;31,87556;18,04705
5,999995;0,006151928;0,03374676;31,85404;18,14014;31,84815;18,13837
6,019995;0,006135107;0,04452997;31,82662;18,23141;31,82074;18,22964
6,039995;0,00611026;0,03625583;31,79928;18,32236;31,79343;18,32061
6,059995;0,006078276;0,0287988;31,77186;18,41357;31,76604;18,41182
6,079995;0,006621985;0,609929;31,74447;18,50469;31,73814;18,50274
6,099995;0,007124578;0,5738393;31,71695;18,59573;31,71014;18,59364
6,119995;0,007647641;0,5995395;31,68944;18,68685;31,68213;18,6846
6,139995;0,008084458;0,517662;31,66184;18,77795;31,65411;18,77557
6,159995;0,008362534;0,3617007;31,63408;18,86903;31,62609;18,86657
6,179995;0,008711276;0,435855;31,60638;18,96013;31,59806;18,95757
6,199995;0,008851214;0,2284509;31,57851;19,0511;31,57005;19,0485
6,219995;0,00897249;0,2110008;31,55061;19,14212;31,54203;19,13948
6,239995;0,009556997;0,6800766;31,52272;19,23306;31,51361;19,23018
6,259995;0,01018315;0,7279897;31,49469;19,32395;31,48498;19,32088
6,279994;0,01066515;0,5886427;31,46648;19,4149;31,45631;19,41169
6,299994;0,01084674;0,2900605;31,438;19,50572;31,42765;19,50245
6,319994;0,01080815;0,06949495;31,40931;19,59646;31,399;19,59321
6,339994;0,01064225;-0,05948342;31,38048;19,68723;31,37033;19,68403
6,359994;0,01048418;-0,05322042;31,35166;19,77798;31,34166;19,77483
6,379994;0,01031827;-0,06273156;31,32284;19,86871;31,313;19,86561
6,399994;0,01049594;0,2826326;31,29404;19,95939;31,28405;19,95616
6,419994;0,01100562;0,6197376;31,26525;20,05005;31,25478;20,04667
6,439994;0,01138683;0,4950737;31,23634;20,14068;31,2255;20,13717
6,459994;0,01199365;0,7267529;31,20763;20,23141;31,19622;20,22771
6,479994;0,01209014;0,2173967;31,17844;20,32199;31,16693;20,31827
6,499994;0,01230064;0,3335049;31,14936;20,41258;31,13765;20,4088
6,519994;0,01250751;0,3319414;31,12028;20,50316;31,10838;20,49931
6,539994;0,01271078;0,3303792;31,0912;20,59372;31,07911;20,58981
6,559994;0,01314641;0,5670932;31,06214;20,68426;31,04966;20,68013
6,579994;0,01396973;0,963024;31,03303;20,77477;31,01977;20,77038
6,599994;0,01431113;0,4845063;31,00347;20,86513;30,98988;20,86063
6,619994;0,01449267;0,3264723;30,97376;20,95542;30,96;20,95087
6,639994;0,01433344;-0,01590324;30,94365;21,04586;30,93004;21,04135
6,659994;0,01418685;-0,004712371;30,91357;21,13622;30,9001;21,13176
6,679994;0,01399926;-0,04760568;30,88353;21,22633;30,87024;21,22192
6,699994;0,01380019;-0,06106653;30,8534;21,31667;30,8403;21,31234
6,719994;0,01371412;0,05106828;30,8233;21,40694;30,81031;21,40254
6,739994;0,0141659;0,5934485;30,79319;21,49718;30,77978;21,49264
6,759994;0,01455496;0,5346041;30,76304;21,58739;30,74925;21,58272
6,779994;0,01489814;0,4921665;30,73282;21,67762;30,71871;21,67284
6,799994;0,01552061;0,7776679;30,70286;21,76797;30,68816;21,76299
6,819994;0,01562374;0,259374;30,67241;21,85816;30,65762;21,85314
6,839994;0,01586621;0,401133;30,64208;21,94841;30,62706;21,94332
6,859994;0,01595604;0,2493902;30,61165;22,0385;30,59654;22,03338
6,879994;0,01603782;0,2421539;30,58118;22,12868;30,56602;22,12342
6,899994;0,01677315;0,9030631;30,55072;22,2188;30,53487;22,21331
6,919994;0,01721711;0,6161327;30,51997;22,30886;30,50371;22,30323
6,939994;0,01736671;0,3232711;30,48894;22,39887;30,47253;22,39318
6,959994;0,01726833;0,07430211;30,45768;22,48874;30,44137;22,48309
6,979994;0,01702105;-0,07707438;30,42627;22,57862;30,41019;22,57305
6,999994;0,01673514;-0,1185535;30,39477;22,66863;30,37896;22,66315
7,019994;0,01645041;-0,1202349;30,36337;22,75838;30,34782;22,75299
7,039994;0,01617043;-0,1182681;30,33195;22,84817;30,31667;22,84287
7,059994;0,01644851;0,4425614;30,30054;22,93796;30,28504;22,93247
7,079994;0,01681829;0,5379665;30,26912;23,02776;30,25327;23,02215
7,099994;0,01719908;0,5527771;30,23771;23,11756;30,22149;23,11182
7,119994;0,01761645;0,5935406;30,20634;23,20736;30,18973;23,20147
7,139994;0,01782275;0,3845267;30,17477;23,29706;30,15797;23,29111
7,159994;0,01816299;0,5218664;30,14335;23,38675;30,12623;23,38069
7,179994;0,01849411;0,5160637;30,11187;23,4766;30,09443;23,47042
7,199994;0,01881265;0,506665;30,08037;23,56645;30,06264;23,56017
7,219994;0,01955534;0,9382443;30,04888;23,65626;30,03049;23,6496
